variable,x,y
q95_ss,-0.09348847,0.9999952912330627
q95_ss,-0.09124474672,0.9999952912330627
q95_ss,-0.08900102344000001,0.9999952912330627
q95_ss,-0.08675730016000001,0.9999952912330627
q95_ss,-0.08451357688,0.9999952912330627
q95_ss,-0.0822698536,0.9999952912330627
q95_ss,-0.08002613032,0.9999952912330627
q95_ss,-0.07778240704,0.9999952912330627
q95_ss,-0.07553868376,0.9999952912330627
q95_ss,-0.07329496048,0.9999952912330627
q95_ss,-0.0710512372,0.9999952912330627
q95_ss,-0.06880751392000001,0.9999952912330627
q95_ss,-0.06656379064000001,0.9999952912330627
q95_ss,-0.06432006736,0.9999952912330627
q95_ss,-0.062076344080000005,0.9999952912330627
q95_ss,-0.0598326208,0.9999952912330627
q95_ss,-0.05758889752,0.9999952912330627
q95_ss,-0.05534517424,0.9999952912330627
q95_ss,-0.05310145096,0.9999952912330627
q95_ss,-0.05085772768,0.9999952912330627
q95_ss,-0.048614004399999994,0.9999952912330627
q95_ss,-0.046370281119999995,0.9999952912330627
q95_ss,-0.044126557840000004,0.9999952912330627
q95_ss,-0.04188283456,0.9999952912330627
q95_ss,-0.03963911128,0.9999952912330627
q95_ss,-0.037395388,0.9999952912330627
q95_ss,-0.035151664719999996,0.9999952912330627
q95_ss,-0.03290794144,0.9999952912330627
q95_ss,-0.030664218160000006,0.9999952912330627
q95_ss,-0.028420494880000008,0.9999952912330627
q95_ss,-0.026176771599999996,0.9999952912330627
q95_ss,-0.023933048319999997,0.9999952912330627
q95_ss,-0.02168932504,0.9999952912330627
q95_ss,-0.01944560176,0.9999952912330627
q95_ss,-0.017201878480000002,0.9999952912330627
q95_ss,-0.01495815519999999,0.9999952912330627
q95_ss,-0.012714431919999991,0.9999952912330627
q95_ss,-0.010470708639999993,0.9999952912330627
q95_ss,-0.008226985359999994,0.9999952912330627
q95_ss,-0.005983262079999996,0.9999952912330627
q95_ss,-0.0037395387999999835,0.9999952912330627
q95_ss,-0.001495815519999985,0.9999952912330627
q95_ss,7.479077600000134E-4,0.9316825866699219
q95_ss,0.002991631039999998,0.8005590438842773
